Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CRHBP,Corticotropin-releasing factor-binding protein,51928,0.000737572867921241,0.00221527752836289,-0.00360437108767002,0.00507951682351251,0.739176307789124
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,LY9,T-lymphocyte surface antigen Ly-9,51662,0.000815723773369525,0.00245165234334103,-0.00398951481957889,0.00562096236631794,0.739345594397591
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,DSC2,Desmocollin-2,51692,0.000938845528646438,0.00282400173165828,-0.0045961978654038,0.00647388892269667,0.739550861515966
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,NCAN,Neurocan core protein,52166,0.00101321308985834,0.00305312784232866,-0.00497091748110583,0.0069973436608225,0.739997411439136
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PGA4,Pepsin A-4,48865,-0.00196564559787439,0.00595234124381989,-0.0136322344357614,0.0097009432400126,0.741229092812416
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CTSC,Dipeptidyl peptidase 1,51877,0.00119712919126581,0.00362693321618916,-0.00591165991246495,0.00830591829499657,0.741352677413547
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ADGRD1,Adhesion G-protein coupled receptor D1,48385,0.00109674082488018,0.00332744165110363,-0.00542504481128293,0.00761852646104329,0.741702065210412
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,MMUT,"Methylmalonyl-CoA mutase, mitochondrial",48148,0.00134604467715471,0.00408431366473553,-0.00665921010572693,0.00935129946003635,0.741732602264793
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,NCAM1,Neural cell adhesion molecule 1,52074,-0.000874281135426265,0.00265528847426149,-0.00607864654497878,0.00433008427412625,0.74196187030697
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PALM3,Paralemmin-3,48148,0.00204188020054702,0.00622799311904555,-0.0101649863127823,0.0142487467138763,0.743024626623188
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,GSTA3,Glutathione S-transferase A3,51406,0.00204011137579446,0.00623810086791129,-0.0101865663253117,0.0142667890769006,0.743640285309081
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,AHSG,Alpha-2-HS-glycoprotein,48865,-0.000710614472165407,0.00217741317021123,-0.00497834428577942,0.00355711534144861,0.744157483558927
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,RAB6A,Ras-related protein Rab-6A,51933,0.00120056118889022,0.00368090150227824,-0.00601400575557512,0.00841512813335556,0.74430656657773
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SLC34A3,Sodium-dependent phosphate transport protein 2C,48131,-0.00125720599320848,0.00385931823093921,-0.00882146972584933,0.00630705773943236,0.744610515494401
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,LRRC25,Leucine-rich repeat-containing protein 25,51847,-0.00102766351533458,0.00316178436575986,-0.0072247608722239,0.00516943384155475,0.745163986058544
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,UBE2Z,Ubiquitin-conjugating enzyme E2 Z,48252,0.00153870112069669,0.00473691334645245,-0.00774564903835011,0.0108230512797435,0.745311668374059
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,LPA,Apolipoprotein(a),48409,-0.00473870658425217,0.0146526476569489,-0.0334578959918719,0.0239804828233676,0.746393659104001
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,MFAP3L,Microfibrillar-associated protein 3-like,48300,-0.00167618605408869,0.00518670204113881,-0.0118421220547208,0.00848974994654338,0.74656999444683
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,KLK4,Kallikrein-4,52163,0.0016295120615877,0.005045588350789,-0.00825984110595874,0.0115188652291341,0.746730075113238
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,FKBP7,Peptidyl-prolyl cis-trans isomerase FKBP7,51415,-0.00124794044434149,0.00386851334584852,-0.00883022660220459,0.00633434571352161,0.747009365416109
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TNFRSF10C,Tumor necrosis factor receptor superfamily member 10C,52032,-0.00127628850273614,0.00395661143521075,-0.00903124691574922,0.00647866991027694,0.747022961523001
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,MRPL28,"39S ribosomal protein L28, mitochondrial",48801,-0.000960629827886281,0.00299060145568403,-0.00682220868102698,0.00490094902525441,0.748049830611007
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,GFRA2,GDNF family receptor alpha-2,51847,-0.000538935978363907,0.00168305268409476,-0.00383771923918964,0.00275984728246182,0.748809463573516
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,GALNT3,Polypeptide N-acetylgalactosaminyltransferase 3,51550,-0.00112520354288147,0.00351565841725526,-0.00801589404070178,0.00576548695493884,0.748929661520631
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ENSA,Alpha-endosulfine,48767,0.00136077036906627,0.00425959099985403,-0.00698802799064764,0.00970956872878018,0.749380773635182
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,EPHX2,Bifunctional epoxide hydrolase 2,51531,0.00157065248809471,0.00491976439971184,-0.00807208573534049,0.0112133907115299,0.749537124128444
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,EPHA2,Ephrin type-A receptor 2,51092,0.000822634049153999,0.00258316524699685,-0.00424036983495983,0.00588563793326783,0.750139210478297
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,LRIG3,Leucine-rich repeats and immunoglobulin-like domains protein 3,48192,-0.0007026630801741,0.00221445239487618,-0.00504298977413142,0.00363766361378322,0.75101341923359
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,DNER,Delta and Notch-like epidermal growth factor-related receptor,51891,-0.000671572843324168,0.0021168976975249,-0.00482069233047298,0.00347754664382464,0.751061398883154
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PLXNB2,Plexin-B2,52134,0.00062366783577791,0.0019723862422966,-0.00324220919912343,0.00448954487067926,0.751853779072234
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CDH5,Cadherin-5,52250,0.000772106514572012,0.00244434892844492,-0.00401881738518004,0.00556303041432406,0.752100859814087
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2",51811,0.00196915311844357,0.00626598566544744,-0.0103121787858334,0.0142504850227206,0.75332585920784
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TXNDC9,Thioredoxin domain-containing protein 9,48794,0.00134460617307998,0.00427996838424994,-0.0070441318600499,0.00973334420620985,0.753400760324335
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,GIPC3,PDZ domain-containing protein GIPC3,48778,0.00250314909526214,0.00797347861606539,-0.013124868992226,0.0181311671827503,0.753574120468689
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CLIC5,Chloride intracellular channel protein 5,48300,0.000808639345005191,0.00258161239404021,-0.00425132094731362,0.00586859963732401,0.754108980389399
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CST5,Cystatin-D,51473,0.00141330932479487,0.00451471440275995,-0.00743553090461464,0.0102621495542044,0.754249234847127
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,BHMT2,S-methylmethionine--homocysteine S-methyltransferase BHMT2,48148,0.000659235952313755,0.00210635862954903,-0.00346922696160234,0.00478769886622985,0.754303586086414
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,KLRB1,Killer cell lectin-like receptor subfamily B member 1,52231,0.000971268285800291,0.0031050859708467,-0.00511470021705925,0.00705723678865983,0.754436013315015
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,HK2,Hexokinase-2,51531,0.000689662158700892,0.00220898511071209,-0.00363994865829481,0.0050192729756966,0.754885520081236
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,HMMR,Hyaluronan mediated motility receptor,48087,0.00121544944750603,0.0039074277450863,-0.00644310893286312,0.00887400782787518,0.755757368718651
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,MDM1,Nuclear protein MDM1,48300,-0.000781546086251688,0.00252764951113465,-0.00573573912807561,0.00417264695557223,0.757173609553476
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SIGLEC5,Sialic acid-binding Ig-like lectin 5,51969,0.00297812746283737,0.00963821728099235,-0.0159127784079076,0.0218690333335824,0.757330727690686
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ST6GAL1,"Beta-galactoside alpha-2,6-sialyltransferase 1",52250,0.00075170180060647,0.00243687044045008,-0.00402456426267568,0.00552796786388862,0.757727324064253
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,MERTK,Tyrosine-protein kinase Mer,52231,0.000620230530787717,0.00201247996193523,-0.00332423019460533,0.00456469125618077,0.757938840084116
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,STAT2,Signal transducer and activator of transcription 2,48252,0.00194656382276193,0.00632015876292668,-0.0104409473525744,0.0143340749980982,0.758091023504367
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,LSM8,U6 snRNA-associated Sm-like protein LSm8,48486,-0.00202310760679793,0.00658379537396367,-0.0149273465397667,0.0108811313261709,0.758628970938527
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,KLK11,Kallikrein-11,51798,-0.00078312593215215,0.00255051062510725,-0.00578212675736236,0.00421587489305806,0.758810564176896
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SLC39A14,Zinc transporter ZIP14,51447,-0.000829976969159349,0.00270524293910034,-0.00613225312979601,0.00447229919147732,0.758996030685388
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PDZK1,Na(+)/H(+) exchange regulatory cofactor NHE-RF3,48252,0.00113494139090742,0.00369959084275547,-0.0061162566608933,0.00838613944270813,0.759018010032789
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,FAM171B,Protein FAM171B,48767,0.00066000661224507,0.00215726267458979,-0.00356822822995091,0.00488824145444105,0.759648662966105
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PON3,Serum paraoxonase/lactonase 3,52044,0.000729891783520646,0.00239186136986976,-0.00395815650142409,0.00541794006846538,0.760249753211486
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,AGRN,Agrin,52044,-0.000864173987400118,0.00283213080175346,-0.00641515035883691,0.00468680238403667,0.760268261283628
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SPACA5_SPACA5B,Sperm acrosome-associated protein 5,48801,-0.00073996046780008,0.00243076337198311,-0.00550425667688697,0.00402433574128681,0.760814991192645
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,MFGE8,Lactadherin,51969,-0.0011167196902975,0.00368423220273245,-0.00833781480765311,0.0061043754270581,0.761810372452045
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,BAIAP2,Brain-specific angiogenesis inhibitor 1-associated protein 2,51406,0.00160364549535308,0.00530833334778009,-0.0088006878662959,0.0120079788570021,0.76257887574856
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,HAO1,Hydroxyacid oxidase 1,52163,-0.00301000479719734,0.00996936873033218,-0.0225499675086484,0.0165299579142537,0.762711661628205
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,MRPL58,"Peptidyl-tRNA hydrolase ICT1, mitochondrial",48801,-0.00170607486378346,0.00567497420429102,-0.0128290243041939,0.00941687457662695,0.763698755954005
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,HMGCS1,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic",48148,0.00105730170593004,0.00352264335614852,-0.00584707927212105,0.00796168268398113,0.764070198411576
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,GP2,Pancreatic secretory granule membrane major glycoprotein GP2,51231,0.0020458749469999,0.00685740754386387,-0.0113946438389733,0.0154863937329731,0.765442412735361
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SPRR1B,Cornifin-B,48486,0.00204102661372626,0.00684456385412586,-0.0113743185403604,0.015456371767813,0.765556126819565
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CCT5,T-complex protein 1 subunit epsilon,51406,-0.00108465336403123,0.0036392282950138,-0.00821754082225828,0.00604823409419582,0.765671624330072
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,KLK15,Kallikrein-15,48727,-0.00125300116318385,0.00420506059356066,-0.00949491992656275,0.00698891760019505,0.765725640921038
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,BCR,Breakpoint cluster region protein,51933,-0.00222206229858903,0.00745980404411787,-0.01684327822506,0.012399153627882,0.765803966735468
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,48252,-0.000874058895147098,0.00294649131970976,-0.00664918188177823,0.00490106409148403,0.76674146948419
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,RNF31,E3 ubiquitin-protein ligase RNF31,48252,-0.000882242327821289,0.00299372954146292,-0.00674995222908861,0.00498546757344603,0.768228668743903
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,NRN1,Neuritin,48801,0.000854365290546659,0.00290049324021666,-0.00483060146027799,0.00653933204137131,0.768334102285868
